Symptom_id;Disease_id;Severity;Symptom_desc;Disease_desc
24;409;0;Pain in the ear;Labyrinthitis dizziness and vertigo
24;443;0;Pain in the ear;Lymphangitis lymph tissue inflammation
24;474;0;Pain in the ear;Mononucleosis common viral illness
24;506;0;Pain in the ear;Nasal polyps growths
24;562;0;Pain in the ear;Periodontitis gum inflammation
24;684;0;Pain in the ear;Sebaceous cyst sac under the skin
24;704;0;Pain in the ear;Sinusitis sinus infection
24;750;0;Pain in the ear;Temporomandibular joint syndrome TMJ, jaw joint pain
24;768;0;Pain in the ear;Tonsillitis tonsil infection
24;790;0;Pain in the ear;Upper respiratory tract infection URI, common cold
24;818;0;Pain in the ear;Vestibular neuronitis labyrinthitis, vertigo
24;822;0;Pain in the ear;Viral infections
24;877;0;Pain in the ear;Acne pimples
24;930;0;Pain in the ear;Carbuncle
24;1144;0;Pain in the ear;Bullous myringitis middle ear infection
24;1261;0;Pain in the ear;Mycoplasma infection bacteria
24;1455;0;Pain in the ear;Neutropenia
25;61;2;Elbow ache or pain;Arthritis joint inflammation
25;121;1;Elbow ache or pain;Bursitis inflammation of joint cushion
25;140;2;Elbow ache or pain;Cellulitis skin infection
25;191;2;Elbow ache or pain;Contusion bruise, ecchymosis
25;220;1;Elbow ache or pain;Dislocation joint out of place
25;302;2;Elbow ache or pain;Fracture broken bone
25;321;1;Elbow ache or pain;Gout uric acid crystals in the joint causing inflammation
25;414;1;Elbow ache or pain;Tennis elbow lateral epicondylitis
25;639;2;Elbow ache or pain;Radial head fracture broken elbow bone
25;689;1;Elbow ache or pain;Septic arthritis joint infection
25;729;2;Elbow ache or pain;Muscle strain pulled muscle
25;740;1;Elbow ache or pain;Supracondylar fracture elbow fracture
25;532;1;Elbow ache or pain;Osteoarthritis bone inflammation
25;1121;1;Elbow ache or pain;Bone cancer bone tumor
25;1119;0;Elbow ache or pain;Sarcoma soft tissue cancer
25;62;0;Elbow ache or pain;Aseptic joint effusion fluid in a joint Effusion of joint
25;133;0;Elbow ache or pain;Carpal tunnel syndrome wrist nerve compression
25;151;0;Elbow ache or pain;Cervical radiculopathy pinched nerve in neck
25;203;0;Elbow ache or pain;De Quervain's tenosynovitis hand tendon inflammation
25;269;0;Elbow ache or pain;Extremity trauma leg or arm injury
25;291;0;Elbow ache or pain;Fibromyalgia chronic pain disorder
25;360;0;Elbow ache or pain;Humerus fracture broken upper arm
25;426;0;Elbow ache or pain;Ligament sprain connection between two bones
25;441;0;Elbow ache or pain;Lupus systemic lupus erythematosus, SLE
25;565;0;Elbow ache or pain;Peripheral neuropathy nerve damage
25;662;0;Elbow ache or pain;Rheumatoid arthritis type of chronic joint inflammation
25;667;0;Elbow ache or pain;Rotator cuff syndrome shoulder injury
25;752;0;Elbow ache or pain;Tenosynovitis tendon sheath inflammation
25;946;0;Elbow ache or pain;Cubital tunnel syndrome nerve compression in the elbow
25;1106;0;Elbow ache or pain;Synovitis inflammation of joint lining
26;14;1;Eye pain (Irritation);Acute angle closure glaucoma increased inner eye pressure
26;98;0;Eye pain (Irritation);Blepharitis eyelid swelling
26;136;1;Eye pain (Irritation);Cavernous sinus thrombosis head vein blood clot
26;186;2;Eye pain (Irritation);Conjunctivitis pink eye
26;192;2;Eye pain (Irritation);Corneal abrasion scrape on eye
26;193;2;Eye pain (Irritation);Corneal foreign body object in the eye
26;300;0;Eye pain (Irritation);Foreign body in the eye
26;319;1;Eye pain (Irritation);Glaucoma elevated eye pressure
26;358;2;Eye pain (Irritation);Hordeolum stye of eye
26;370;2;Eye pain (Irritation);Hyphema traumatic blood in eye
26;405;0;Eye pain (Irritation);Keratitis inflammation of cornea
26;469;1;Eye pain (Irritation);Migraine type of headache
26;524;1;Eye pain (Irritation);Optic neuritis optic nerve inflammation
26;527;2;Eye pain (Irritation);Orbital cellulitis soft tissue eye infection
26;563;3;Eye pain (Irritation);Periorbital cellulitis infection around eye
26;704;2;Eye pain (Irritation);Sinusitis sinus infection
26;748;1;Eye pain (Irritation);Temporal arteritis inflamed scalp artery
26;774;0;Eye pain (Irritation);Toxoplasma infection Toxoplasmosis parasite infection
26;799;1;Eye pain (Irritation);Uveitis iritis, eye inflammation
26;879;2;Eye pain (Irritation);Allergic conjunctivitis allergic reaction in the eye
26;85;1;Eye pain (Irritation);BehcetÂ’s disease small blood vessel inflammation disorder
26;992;0;Eye pain (Irritation);Graves' disease overproduction of thyroid hormone
26;1357;0;Eye pain (Irritation);Retrobulbar Neuritis
26;1249;0;Eye pain (Irritation);Scleritis inflammation of the eye
26;1367;1;Eye pain (Irritation);Tear duct infection Dacryocystitis
26;1475;1;Eye pain (Irritation);Corneal ulcer
26;1473;0;Eye pain (Irritation);Retinopathy
27;87;0;Facial pain;Bell's palsy facial muscle weakness
27;173;0;Facial pain;Cluster headache one-sided headache behind the eye
27;191;2;Facial pain;Contusion bruise, ecchymosis
27;209;2;Facial pain;Dental abscess tooth infection
27;454;0;Facial pain;Maxillary sinus carcinoma sinus cancer
27;553;0;Facial pain;Parotitis salivary gland inflammation
27;698;1;Facial pain;Shingles herpes zoster
27;701;0;Facial pain;Sialolithiasis salivary gland stone
27;704;2;Facial pain;Sinusitis sinus infection
27;748;2;Facial pain;Temporal arteritis inflamed scalp artery
27;750;1;Facial pain;Temporomandibular joint syndrome TMJ, jaw joint pain
27;782;1;Facial pain;Trigeminal neuralgia facial nerve pain
27;858;1;Facial pain;Polymyalgia rheumatica PMR, muscle and joint disorder
27;905;1;Facial pain;Erysipelas bacterial skin infection
27;1076;0;Facial pain;Mucormycosis fungal infection
28;59;3;Fainting;Arrhythmia abnormal heart rhythm
28;68;1;Fainting;Atrioventricular node conduction block heart block
28;99;3;Fainting;Blood loss
28;146;1;Fainting;Cerebral vascular accident stroke
28;310;3;Fainting;Gastrointestinal bleeding stomach, intestine bleeding
28;368;2;Fainting;Hypertrophic cardiomyopathy thickened heart muscle
28;376;3;Fainting;Hypotension low blood pressure
28;597;1;Fainting;Postural hypotension low blood pressure after standing
28;775;1;Fainting;Transient ischemic attack TIA, reversible stroke
28;811;2;Fainting;Vasovagal syncope fainting
28;838;2;Fainting;Wolff Parkinson White syndrome WPW, additional electrical pathway in the heart
28;848;3;Fainting;Seizure abnormal brain electrical activity
28;128;1;Fainting;Carbon monoxide poisoning odorless, poisonous gas
28;205;3;Fainting;Dehydration
28;372;3;Fainting;Hypoglycemia low blood sugar
28;921;1;Fainting;Atrial flutter irregular heart rate
28;923;3;Fainting;Long QT Syndrome inherited heart condition
28;981;1;Fainting;Ventricular tachycardia VT, dangerous irregular heart beat
28;1017;0;Fainting;Valvular heart disease abnormal heart valves
28;1030;0;Fainting;Addison's disease adrenal insufficiency
28;25;0;Fainting;Alcoholism
28;26;1;Fainting;Allergic reaction
28;39;0;Fainting;Anemia  (low red blood cell count)
28;51;0;Fainting;Anxiety disorder generalized anxiety disorder GAD
28;67;1;Fainting;Atrial fibrillation irregular heart rate
28;105;1;Fainting;Bradycardia slow heart rate
28;175;1;Fainting;Cocaine abuse
28;184;0;Fainting;Concussion
28;215;1;Fainting;Diabetic ketoacidosis DKA, a complication of poorly controlled diabetes
28;227;0;Fainting;Drug reaction
28;335;0;Fainting;Heat exhaustion
28;391;1;Fainting;Insulin overdose
28;468;1;Fainting;Methyl alcohol intoxication methanol
28;502;0;Fainting;Narcotic morphine, heroin abuse
28;687;1;Fainting;Sepsis serious blood infection
28;715;1;Fainting;Smoke inhalation
28;814;1;Fainting;Vertebral- basilar artery insufficiency inadequate blood flow to the back of the brain vertebro-basilar insufficiency
28;867;0;Fainting;Carotid artery stenosis neck artery narrowing
28;982;1;Fainting;Cardiac arrest heart stops
28;1018;0;Fainting;Aortic regurgitation leaking heart valve
28;1019;0;Fainting;Mitral stenosis tight heart valve
28;1020;0;Fainting;Mitral regurgitation leaking heart valve
28;1281;0;Fainting;Familial dysautonomia genetic disorder
28;1301;1;Fainting;Head injury in children Non-accidental traumatic head injury to child
28;1303;2;Fainting;Hemorrhagic stroke CVA, cerebrovascular accident
28;1433;0;Fainting;Supraventricular tachycardia SVT
28;1463;1;Fainting;Pancytopenia
29;140;2;Fever;Cellulitis skin infection
29;163;2;Fever;Cholecystitis inflammation of the gallbladder
29;224;1;Fever;Dressler syndrome heart sac inflammation following heart attack or heart surgery
29;252;2;Fever;Epiglottitis severe throat inflammation
29;327;2;Fever;Hand foot and mouth disease Coxsackie virus
29;387;2;Fever;Influenza seasonal flu
29;447;1;Fever;Malaria mosquito transmitted illness
29;455;1;Fever;Measles viral disease with typical rash
29;462;2;Fever;Meningitis spinal fluid infection
29;474;2;Fever;Mononucleosis common viral illness
29;536;2;Fever;Ear infection, middle ear otitis media
29;557;1;Fever;Pelvic inflammatory disease PID, female reproductive organ infection
29;572;2;Fever;Pharyngitis throat infection
29;585;3;Fever;Pneumonia lung infection
29;790;2;Fever;Upper respiratory tract infection URI, common cold
29;773;1;Fever;Toxic shock syndrome life-threatening bacterial infection complication
29;704;2;Fever;Sinusitis sinus infection
29;793;2;Fever;Bladder infection cystitis, UTI, urinary tract infection
29;800;1;Fever;Vaccination
29;875;1;Fever;HIV AIDS Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome Human immunodeficiency virus [HIV] disease
29;876;1;Fever;Endocarditis heart valve infection
29;904;1;Fever;Rocky mountain spotted fever bacterial infection spread by ticks
29;951;1;Fever;Q fever flu-like bacterial illness
29;69;1;Fever;Atypical pneumonia lung infection
29;115;0;Fever;Bronchitis bronchial tube infection
29;186;0;Fever;Conjunctivitis pink eye
29;308;0;Fever;Gastroenteritis intestinal infection
29;442;1;Fever;Lyme disease bacterial infection from ticks
29;453;0;Fever;Mastitis breast infection inflammation
29;637;1;Fever;Pyelonephritis kidney infection
29;687;1;Fever;Sepsis serious blood infection
29;768;0;Fever;Tonsillitis tonsil infection
29;822;0;Fever;Viral infections
29;852;0;Fever;Lymphoma lymph node cancer
29;1050;0;Fever;Loffler's syndrome pulmonary eosinophilia, lung inflammation
29;1055;1;Fever;Wound infection cut infection
29;1289;0;Fever;Foot ulcer
29;1305;0;Fever;Hepatitis A
29;1329;0;Fever;Neuroblastoma
29;1367;1;Fever;Tear duct infection Dacryocystitis
29;1273;0;Fever;Herpangina mouth blisters
29;1509;0;Fever;Hydronephrosis
29;1495;0;Fever;Anal fistula
29;1487;0;Fever;Bacterial tracheitis
29;1455;0;Fever;Neutropenia
29;1441;1;Fever;Lymphadenitis
30;32;0;Fever in the returning traveler;Amebiasis ameba infection
30;125;3;Fever in the returning traveler;Campylobacter infection intestinal bacterial infection
30;155;1;Fever in the returning traveler;Chagas disease trypanosomiasis
30;166;1;Fever in the returning traveler;Cholera intestinal bacterial infection
30;208;3;Fever in the returning traveler;Dengue fever tropical mosquito borne illness
30;231;3;Fever in the returning traveler;E. coli infection Escherichia coli, bacterial infection
30;239;1;Fever in the returning traveler;Encephalitis brain infection
30;292;0;Fever in the returning traveler;Filariasis elephantiasis
30;317;2;Fever in the returning traveler;Giardiasis giardia infection
30;328;1;Fever in the returning traveler;Hantavirus infection rare, serious viral infection
30;347;2;Fever in the returning traveler;Hepatitis liver inflammation
30;421;1;Fever in the returning traveler;Legionellosis Legionnaires' disease
30;422;1;Fever in the returning traveler;Leishmaniasis parasitic infection, kala azar
30;423;1;Fever in the returning traveler;Leptospirosis bacterial infection
30;442;1;Fever in the returning traveler;Lyme disease bacterial infection from ticks
30;447;3;Fever in the returning traveler;Malaria mosquito transmitted illness
30;517;0;Fever in the returning traveler;Norovirus infection viral diarrhea, Norwalk virus
30;522;1;Fever in the returning traveler;Onchocerciasis river blindness
30;580;1;Fever in the returning traveler;Plague bubonic plague, bacteria yersinia infection
30;666;1;Fever in the returning traveler;Rickettsial infections type of bacterial infection
30;668;1;Fever in the returning traveler;Rotavirus infection intestinal viral infection
30;671;1;Fever in the returning traveler;Severe Acute Respiratory Syndrome SARS, serious viral pneumonia
30;675;0;Fever in the returning traveler;Schistosomiasis parasite infection
30;697;3;Fever in the returning traveler;Shigellosis bacterial intestinal infection
30;714;1;Fever in the returning traveler;Smallpox Variola virus infection
30;783;0;Fever in the returning traveler;Tuberculosis infection TB
30;786;3;Fever in the returning traveler;Typhoid fever salmonella typhi infection from contaminated food or water
30;819;1;Fever in the returning traveler;Vibrio parahaemolyticus infection bacterial infection from shellfish
30;821;1;Fever in the returning traveler;Viral hemorrhagic fevers Ebola, Lassa
30;833;3;Fever in the returning traveler;West Nile virus infection mosquito-transmitted illness
30;841;3;Fever in the returning traveler;Yellow fever viral hemorrhagic fever
30;1090;2;Fever in the returning traveler;Chikungunya viral illness from mosquitoes
30;155;1;Fever in the returning traveler;Chagas disease trypanosomiasis
30;1091;1;Fever in the returning traveler;Japanese encephalitis viral brain infection
30;1093;1;Fever in the returning traveler;Brucellosis bacterial infection spread from animals
31;822;1;Fever of unknown origin;Viral infections
31;75;2;Fever of unknown origin;Bacterial infection
31;304;2;Fever of unknown origin;Fungal infections
31;550;3;Fever of unknown origin;Parasite infection
31;126;1;Fever of unknown origin;Cancer tumor
31;386;1;Fever of unknown origin;Inflammatory conditions
31;70;1;Fever of unknown origin;Autoimmune conditions
31;1275;0;Fever of unknown origin;Ewing's sarcoma cancer
31;1277;0;Fever of unknown origin;Extragonadal germ cell tumors
31;1279;0;Fever of unknown origin;Fallopian tube cancer
31;1295;0;Fever of unknown origin;Gallbladder and bile duct cancer Gallbladder cancer bile duct cancer
31;1319;0;Fever of unknown origin;Large cell lung cancer
31;1321;0;Fever of unknown origin;Malignant Mesothelioma
31;1339;0;Fever of unknown origin;Polyarteritis Nodosa PAN
32;1;1;Flank pain;Abdominal aortic aneurysm (enlarged major blood vessel)
32;163;1;Flank pain;Cholecystitis inflammation of the gallbladder
32;165;1;Flank pain;Cholelithiasis gallstones
32;197;1;Flank pain;Crohn's disease regional enteritis, Crohn's colitis, intestinal inflammation
32;179;2;Flank pain;Colonic diverticulitis inflammation of pouches in the large intestine
32;513;1;Flank pain;Kidney stone nephrolithiasis
32;637;3;Flank pain;Pyelonephritis kidney infection
32;659;2;Flank pain;Retroperitoneal hemorrhage flank bleeding
32;788;0;Flank pain;Ulcerative colitis large intestine inflammation
32;793;2;Flank pain;Bladder infection cystitis, UTI, urinary tract infection
32;56;1;Flank pain;Appendicitis
32;73;0;Flank pain;Back trauma injury
32;291;0;Flank pain;Fibromyalgia chronic pain disorder
32;406;0;Flank pain;Kidney cancer tumor
32;492;1;Flank pain;Myocardial infarction heart attack
32;584;0;Flank pain;Pleuritis inflammation of the lung's lining, pleurisy
32;585;1;Flank pain;Pneumonia lung infection
32;589;0;Flank pain;Polycystic kidney disease inherited kidney disorder
32;654;1;Flank pain;Renal infarct kidney damage from an area of blocked blood flow
32;655;1;Flank pain;Renal trauma kidney trauma
32;656;1;Flank pain;Renal vein thrombosis kidney vein clot
32;665;0;Flank pain;Rib fracture broken bone
32;698;0;Flank pain;Shingles herpes zoster
32;729;0;Flank pain;Muscle strain pulled muscle
32;1059;1;Flank pain;Spleen injury splenic rupture
32;1509;0;Flank pain;Hydronephrosis
33;89;1;Frequent urination (Frequency);Benign prostatic hyperplasia prostate enlargement
33;95;0;Frequent urination (Frequency);Bladder cancer
33;96;0;Frequent urination (Frequency);Bladder stone, urinary
33;201;1;Frequent urination (Frequency);Cystocele bladder hernia
33;511;0;Frequent urination (Frequency);Neisseria gonorrhea infection sexually transmitted disease
33;513;1;Frequent urination (Frequency);Kidney stone nephrolithiasis
33;609;0;Frequent urination (Frequency);Prostate cancer male anatomy cancer
33;611;1;Frequent urination (Frequency);Prostatitis prostate inflammation
33;637;3;Frequent urination (Frequency);Pyelonephritis kidney infection
33;792;2;Frequent urination (Frequency);Urethritis infection of urethra
33;793;2;Frequent urination (Frequency);Bladder infection cystitis, UTI, urinary tract infection
33;794;1;Frequent urination (Frequency);Urinary tract malformation
33;213;2;Frequent urination (Frequency);Diabetes high blood sugar
33;392;1;Frequent urination (Frequency);Interstitial cystitis bladder inflammation
33;1509;0;Frequent urination (Frequency);Hydronephrosis
34;61;0;;Arthritis joint inflammation
34;140;2;;Cellulitis skin infection
34;191;2;;Contusion bruise, ecchymosis
34;220;2;;Dislocation joint out of place
34;321;0;;Gout uric acid crystals in the joint causing inflammation
34;410;2;;Laceration skin cut
34;449;1;;Mallet finger finger tendon rupture
34;552;2;;Paronychia infection around the nail
34;738;2;;Subungual hematoma blood under nail
34;751;1;;Tendonitis tendon inflammation
34;752;0;;Tenosynovitis tendon sheath inflammation
34;1013;2;;Finger fracture broken finger
34;627;2;;Puncture wound of finger
35;124;1;Foot pain;Calluses and corns
35;140;2;Foot pain;Cellulitis skin infection
35;183;1;Foot pain;Compartment syndrome increased pressure inside muscles
35;276;0;Foot pain;Fallen arches flat feet, pes planus
35;321;1;Foot pain;Gout uric acid crystals in the joint causing inflammation
35;323;1;Foot pain;Bunion of big toe hallux valgus
35;324;1;Foot pain;Hammer toes toe deformity
35;565;1;Foot pain;Peripheral neuropathy nerve damage
35;581;1;Foot pain;Plantar fasciitis inflammation of tissue at the bottom of the foot
35;582;1;Foot pain;Plantar wart human papilloma virus infection, foot warts
35;621;1;Foot pain;Puncture wound
35;724;2;Foot pain;Sprain stretched, torn ligament
35;747;0;Foot pain;Tarsal tunnel syndrome foot nerve damage
35;751;1;Foot pain;Tendonitis tendon inflammation
35;934;2;Foot pain;Muscle spasm charley horse
35;947;2;Foot pain;Foot fracture broken foot
35;963;1;Foot pain;Sever's disease calcaneal apophysitis, common cause of heel pain
35;983;1;Foot pain;Frostbite tissue damage from cold
35;984;0;Foot pain;Trench foot immersion foot
35;1045;2;Foot pain;Muscle tear
35;1097;1;Foot pain;Flat feet pes planus
35;1098;1;Foot pain;Heel spur
35;1121;1;Foot pain;Bone cancer bone tumor
35;1119;0;Foot pain;Sarcoma soft tissue cancer
35;1147;0;Foot pain;Diabetic neuropathy nerve damage
35;1287;2;Foot pain;Foot sprain
35;1289;0;Foot pain;Foot ulcer
36;159;3;Cranky, crying, fussy, irritable child;Child abuse
36;54;0;Cranky, crying, fussy, irritable child;Aphthous ulcers mouth stomatitis
36;59;1;Cranky, crying, fussy, irritable child;Arrhythmia abnormal heart rhythm
36;177;2;Cranky, crying, fussy, irritable child;Colic prolonged infant crying episodes
36;210;1;Cranky, crying, fussy, irritable child;Dental eruption appearance of new tooth
36;302;0;Cranky, crying, fussy, irritable child;Fracture broken bone
36;308;2;Cranky, crying, fussy, irritable child;Gastroenteritis intestinal infection
36;399;3;Cranky, crying, fussy, irritable child;Intussusception telescoping intestine
36;462;1;Cranky, crying, fussy, irritable child;Meningitis spinal fluid infection
36;687;3;Cranky, crying, fussy, irritable child;Sepsis serious blood infection
36;730;1;Cranky, crying, fussy, irritable child;Strangulation of genitalia constriction of genital blood supply
36;736;1;Cranky, crying, fussy, irritable child;Subdural hematoma bleeding on brain
36;536;2;Cranky, crying, fussy, irritable child;Ear infection, middle ear otitis media
36;790;2;Cranky, crying, fussy, irritable child;Upper respiratory tract infection URI, common cold
36;793;1;Cranky, crying, fussy, irritable child;Bladder infection cystitis, UTI, urinary tract infection
36;11;1;Cranky, crying, fussy, irritable child;Acidosis  (excessive acid in the body)
36;114;0;Cranky, crying, fussy, irritable child;Bronchiolitis bronchial tube inflammation
36;187;0;Cranky, crying, fussy, irritable child;Constipation
36;188;0;Cranky, crying, fussy, irritable child;Contact dermatitis contact skin irritation
36;307;0;Cranky, crying, fussy, irritable child;Gastritis stomach inflammation
36;309;0;Cranky, crying, fussy, irritable child;Gastroesophageal reflux GERD, heartburn
36;446;0;Cranky, crying, fussy, irritable child;Malabsorption syndrome abnormal intestinal digestion
36;525;0;Cranky, crying, fussy, irritable child;Oral candidiasis thrush, oral yeast
36;572;0;Cranky, crying, fussy, irritable child;Pharyngitis throat infection
36;694;0;Cranky, crying, fussy, irritable child;Serum sickness abnormal immune system response
36;771;0;Cranky, crying, fussy, irritable child;Torticollis, spasmodic neck muscle spasm
36;822;0;Cranky, crying, fussy, irritable child;Viral infections
36;885;1;Cranky, crying, fussy, irritable child;Croup upper airway inflammation
36;896;0;Cranky, crying, fussy, irritable child;Impetigo bacterial skin infection
36;920;0;Cranky, crying, fussy, irritable child;Scabies skin disease caused by mites
36;967;0;Cranky, crying, fussy, irritable child;Vaginal yeast fungal infection
36;1064;0;Cranky, crying, fussy, irritable child;Teething
37;284;1;Groin pain;Femoral artery aneurysm dilation of leg artery
37;388;2;Groin pain;Inguinal hernia groin hernia
37;285;0;Groin pain;Femoral hernia groin hernia
37;244;2;Groin pain;Enlarged lymph nodes lymphadenopathy
37;513;1;Groin pain;Kidney stone nephrolithiasis
37;426;1;Groin pain;Ligament sprain connection between two bones
37;204;2;Groin pain;Deep venous thrombosis DVT, venous blood clot
37;56;1;Groin pain;Appendicitis
37;62;0;Groin pain;Aseptic joint effusion fluid in a joint Effusion of joint
37;63;0;Groin pain;Aseptic necrosis of bone bone death and destruction
37;73;0;Groin pain;Back trauma injury
37;96;0;Groin pain;Bladder stone, urinary
37;121;0;Groin pain;Bursitis inflammation of joint cushion
37;140;0;Groin pain;Cellulitis skin infection
37;171;0;Groin pain;Chronic pain
37;179;1;Groin pain;Colonic diverticulitis inflammation of pouches in the large intestine
37;187;0;Groin pain;Constipation
37;191;0;Groin pain;Contusion bruise, ecchymosis
37;219;1;Groin pain;Discitis spinal disk inflammation
37;269;0;Groin pain;Extremity trauma leg or arm injury
37;290;0;Groin pain;Fibroid uterine muscle tumor
37;291;0;Groin pain;Fibromyalgia chronic pain disorder
37;308;0;Groin pain;Gastroenteritis intestinal infection
37;350;0;Groin pain;Herniated disc slipped disc, ruptured disc
37;356;1;Groin pain;Hip fracture broken hip
37;532;0;Groin pain;Osteoarthritis bone inflammation
37;539;0;Groin pain;Ovarian cyst female organ fluid collection
37;557;0;Groin pain;Pelvic inflammatory disease PID, female reproductive organ infection
37;589;0;Groin pain;Polycystic kidney disease inherited kidney disorder
37;637;1;Groin pain;Pyelonephritis kidney infection
37;678;0;Groin pain;Sciatica lower back nerve irritation
37;689;1;Groin pain;Septic arthritis joint infection
37;698;0;Groin pain;Shingles herpes zoster
37;729;0;Groin pain;Muscle strain pulled muscle
37;792;0;Groin pain;Urethritis infection of urethra
37;793;0;Groin pain;Bladder infection cystitis, UTI, urinary tract infection
37;795;0;Groin pain;Urine retention inability to urinate
37;934;0;Groin pain;Muscle spasm charley horse
37;958;1;Groin pain;Ascites fluid in the abdomen
37;1041;0;Groin pain;Obesity
37;1095;0;Groin pain;Post herpetic neuralgia nerve pain after shingles
37;1106;0;Groin pain;Synovitis inflammation of joint lining
38;23;2;Delusions or hallucinations;Alcohol withdrawal syndrome  (mild)
38;33;2;Delusions or hallucinations;Amphetamine abuse
38;93;0;Delusions or hallucinations;Bipolar disorder manic depressive disorder
38;444;1;Delusions or hallucinations;Magic mushroom ingestion psilocybin
38;677;3;Delusions or hallucinations;Schizophrenia chronic impaired reality perception
38;749;3;Delusions or hallucinations;Temporal lobe epilepsy non-convulsive seizure
38;19;0;Delusions or hallucinations;Adjustment disorder  (poor adjustment to life stressor)
38;25;0;Delusions or hallucinations;Alcoholism
38;51;0;Delusions or hallucinations;Anxiety disorder generalized anxiety disorder GAD
38;175;1;Delusions or hallucinations;Cocaine abuse
38;212;1;Delusions or hallucinations;Depression excessive sadness
38;227;0;Delusions or hallucinations;Drug reaction
38;445;1;Delusions or hallucinations;Major depressive disorder severe depression
38;595;0;Delusions or hallucinations;Post-traumatic stress disorder PTSD
38;601;0;Delusions or hallucinations;Prescription drug abuse
38;676;0;Delusions or hallucinations;Schizoaffective disorder features of schizophrenia and mood disorder
38;1112;1;Delusions or hallucinations;Hepatic encephalopathy confusion from liver failure
38;1403;1;Delusions or hallucinations;Delusional disorder
39;61;1;Hand, finger ache or pain;Arthritis joint inflammation
39;133;1;Hand, finger ache or pain;Carpal tunnel syndrome wrist nerve compression
39;140;2;Hand, finger ache or pain;Cellulitis skin infection
39;151;0;Hand, finger ache or pain;Cervical radiculopathy pinched nerve in neck
39;191;2;Hand, finger ache or pain;Contusion bruise, ecchymosis
39;220;0;Hand, finger ache or pain;Dislocation joint out of place
39;321;0;Hand, finger ache or pain;Gout uric acid crystals in the joint causing inflammation
39;339;0;Hand, finger ache or pain;Hematoma collection of blood
39;751;1;Hand, finger ache or pain;Tendonitis tendon inflammation
39;752;2;Hand, finger ache or pain;Tenosynovitis tendon sheath inflammation
39;1014;2;Hand, finger ache or pain;Hand fracture broken hand
39;532;0;Hand, finger ache or pain;Osteoarthritis bone inflammation
39;1096;0;Hand, finger ache or pain;Psoriatic arthritis joint pain and stiffness
39;4;0;Hand, finger ache or pain;Abrasions  (scrapes)
39;120;1;Hand, finger ache or pain;Burns
39;171;0;Hand, finger ache or pain;Chronic pain
39;203;0;Hand, finger ache or pain;De Quervain's tenosynovitis hand tendon inflammation
39;246;1;Hand, finger ache or pain;Hypothermia extreme cold exposure
39;269;0;Hand, finger ache or pain;Extremity trauma leg or arm injury
39;291;0;Hand, finger ache or pain;Fibromyalgia chronic pain disorder
39;293;0;Hand, finger ache or pain;Finger laceration skin cut
39;294;0;Hand, finger ache or pain;Finger pulp infection felon
39;302;0;Hand, finger ache or pain;Fracture broken bone
39;325;0;Hand, finger ache or pain;Hand laceration skin cut
39;414;0;Hand, finger ache or pain;Tennis elbow lateral epicondylitis
39;426;0;Hand, finger ache or pain;Ligament sprain connection between two bones
39;443;0;Hand, finger ache or pain;Lymphangitis lymph tissue inflammation
39;449;0;Hand, finger ache or pain;Mallet finger finger tendon rupture
39;510;1;Hand, finger ache or pain;Necrotizing fasciitis life-threatening infection
39;552;0;Hand, finger ache or pain;Paronychia infection around the nail
39;565;0;Hand, finger ache or pain;Peripheral neuropathy nerve damage
39;566;0;Hand, finger ache or pain;Peripheral vascular disease blocked blood vessels
39;662;0;Hand, finger ache or pain;Rheumatoid arthritis type of chronic joint inflammation
39;698;0;Hand, finger ache or pain;Shingles herpes zoster
39;729;0;Hand, finger ache or pain;Muscle strain pulled muscle
39;863;1;Hand, finger ache or pain;Cervical myelopathy spinal cord compression
39;882;0;Hand, finger ache or pain;Chemical burn
39;890;0;Hand, finger ache or pain;Psoriasis scaly skin disease
39;934;0;Hand, finger ache or pain;Muscle spasm charley horse
39;946;0;Hand, finger ache or pain;Cubital tunnel syndrome nerve compression in the elbow
39;986;1;Hand, finger ache or pain;Gangrene death of body tissue
39;1013;0;Hand, finger ache or pain;Finger fracture broken finger
39;1053;1;Hand, finger ache or pain;Tendon laceration tendon cut
39;1054;1;Hand, finger ache or pain;Foreign body in a wound
39;1055;1;Hand, finger ache or pain;Wound infection cut infection
39;1079;0;Hand, finger ache or pain;Ingrown nail onychocryptosis
39;1106;0;Hand, finger ache or pain;Synovitis inflammation of joint lining
39;1138;0;Hand, finger ache or pain;Reflex sympathetic dystrophy complex pain syndrome
39;1505;0;Hand, finger ache or pain;Finger amputation
39;1489;0;Hand, finger ache or pain;Trigger finger
40;30;3;Head injury;Altered mental status confusion
40;83;1;Head injury;Basilar skull fracture broken skull
40;143;0;Head injury;Cerebellar syndrome loss of coordination
40;147;1;Head injury;Cerebrospinal fluid rhinorrhea leakage of brain fluid from the nose
40;152;2;Head injury;Cervical spine fracture broken neck bone
40;184;2;Head injury;Concussion
40;191;2;Head injury;Contusion bruise, ecchymosis
40;251;3;Head injury;Epidural hematoma bleeding around brain or spine
40;253;2;Head injury;Nose bleed epistaxis
40;331;2;Head injury;Headache
40;332;0;Head injury;Hearing loss
40;339;2;Head injury;Hematoma collection of blood
40;344;3;Head injury;Hemotympanum blood behind ear drum
40;395;1;Head injury;Intracranial hemorrhage bleeding in brain
40;593;1;Head injury;Post concussive syndrome symptoms after a concussion
